index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
1447	2006	Unprovoked	USA	Wading	Lacerations & punctures to left foot	0	1	0	0
1448	2006	Unprovoked	REUNION	Spearfishing	Thigh bitten	0	1	0	0
1449	2006	Provoked	USA	Touching sharks	Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS	0	1	0	0
1450	2006	Unprovoked	USA	Surfing	Minor injury	0	1	0	0
1451	2006	Invalid	USA	Boogie Boarding	Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 	0	0	0	1
1452	2006	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
1453	2006	Unprovoked	SOUTH AFRICA	Surf-skiing	No injury, surf ski bitten	0	1	0	0
1454	2006	Unprovoked	USA	Surfing	Minor lacerations to right foot	0	1	0	0
1455	2006	Unprovoked	USA	Surf fishing	Right foot bitten	0	1	0	0
1456	2006	Invalid	AUSTRALIA		8 shark-bitten bodies washed ashore	0	0	0	1
1457	2006	Unprovoked	USA	Standing	Left ankle & foot bitten	0	1	0	0
1458	2006	Invalid	SPAIN	Swimming	Hand & wrist severely bitten	0	0	0	1
1459	2006	Unprovoked	USA	Swimming	Ankle & foot bitten	0	1	0	0
1460	2006	Unprovoked	BRAZIL		FATAL	1	0	0	0
1461	2006	Unprovoked	USA	Wading	Dorsum of left foot bitten	0	1	0	0
1462	2006	Unprovoked	USA	Walking	Lower leg & ankle bitten	0	1	0	0
1463	2006	Unprovoked	USA	Body boarding	Foot bitten	0	1	0	0
1464	2006	Unprovoked	USA	Swimming	Right calf bitten	0	1	0	0
1465	2006	Unprovoked	USA	Spearfishing	Lacerations & puncture wound  to arm	0	1	0	0
1466	2006	Unprovoked	USA	Spearfishing	Minor injuries	0	1	0	0
1467	2006	Unprovoked	USA	Body boarding	Right calf bitten	0	1	0	0
1468	2006	Provoked	USA	Fishing	Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT	0	1	0	0
1469	2006	Unprovoked	BAHAMAS	Spearfishing	Right arm severely bitten	0	1	0	0
1470	2006	Unprovoked	USA	Surfing	2-inch puncture wounds on right foot	0	1	0	0
1471	2006	Unprovoked	BRAZIL	Body boarding	Left thigh bitten FATAL	1	0	0	0
1472	2006	Unprovoked	USA	Scuba diving	No injury, shark bit scuba tank boot	0	1	0	0
1473	2006	Unprovoked	USA	Surfing	Four 1-inch puncture wounds on left foot 	0	1	0	0
1474	2006	Unprovoked	USA	Playing	Lacerations & puncture wounds to left foot & buttocks	0	1	0	0
1475	2006	Unprovoked	AUSTRALIA	Surfing	No injury, knocked off surfboard	0	1	0	0
1476	2006	Unprovoked	USA	Spearfishing	"4"" laceration to left forearm"	0	1	0	0
1477	2006	Provoked	USA	Tagging sharks	No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT	0	1	0	0
1478	2006	Unprovoked	USA	Surfing	No injury, shark bumped surfboard	0	1	0	0
1479	2006	Provoked	USA	Spearfishing	Knee bitten after diver poked shark PROVOKED INCIDENT	0	1	0	0
1480	2006	Unprovoked	BRAZIL	Surfing	Injuries to left thigh, calf & foot	0	1	0	0
1481	2006	Unprovoked	USA	Scuba diving	Laceration to leg	0	1	0	0
1482	2006	Unprovoked	USA		Small lacerations to arm	0	1	0	0
1483	2006	Unprovoked	USA	Swimming	2 lacerations on lower right leg	0	1	0	0
1484	2006	Provoked	AUSTRALIA	Snorkeling	Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT	0	1	0	0
1485	2006	Invalid	USA		Shark bites post mortem	0	0	0	1
1486	2006	Unprovoked	USA	Surfing	Feet bitten	0	1	0	0
1487	2006	Unprovoked	USA	Standing	3 tiny punctures & small lacerations on right ankle	0	1	0	0
1488	2006	Provoked	USA	Fishing	3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT	0	1	0	0
1489	2006	Unprovoked	AUSTRALIA	Surfing	Minor laceration to left foot	0	1	0	0
1490	2006	Unprovoked	SOUTH AFRICA	Body boarding	Leg bitten	0	1	0	0
1491	2006	Unprovoked	BRAZIL	Swimming	Left leg bitten	0	1	0	0
1492	2006	Unprovoked	USA	Wading	Minor injury to right hand & thigh	0	1	0	0
1493	2006	Unprovoked	Sierra Leone	Fishing	Reportedly FATAL but few details	1	0	0	0
1494	2006	Unprovoked	USA	Surfing	5 puncture wounds in left calf	0	1	0	0
1495	2006	Invalid	SOUTH AFRICA	Swimming	FATAL, but shark involvement prior to death unconfirmed	0	0	0	1
1496	2006	Unprovoked	FIJI	Surfing	Lacerations to right hand	0	1	0	0
1497	2006	Unprovoked	AUSTRALIA	Surfing	No injury, shark nudged surfboard	0	1	0	0
1498	2006	Unprovoked	USA	Standing	Deep laceration to right calf	0	1	0	0
1499	2006	Invalid	USA	Free diving	Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s	0	0	0	1
1500	2006	Unprovoked	AUSTRALIA	Wading	Lacerations to foot	0	1	0	0
1501	2006	Unprovoked	AUSTRALIA	Swimming	Puncture wound on arm	0	1	0	0
1502	2006	Boating	AUSTRALIA	Fishing	No injury to occupants; shark nudged the 5.3 m boat	0	0	1	0
1503	2006	Unprovoked	SOUTH AFRICA	Surfing	2 bite marks on right calf	0	1	0	0
1504	2006	Unprovoked	TONGA	Swimming	Severe bite to right leg FATAL	1	0	0	0
1505	2006	Boating	USA	Kayaking	No injury to occupant; shark bumped the kayak repeatedly for 15 minutes	0	0	1	0
1506	2006	Boating	ATLANTIC OCEAN	Competing in the Woodvale Atlantic Rowing Race	No injury to occupants; shark rammed boat repeatedly	0	0	1	0
1507	2006	Unprovoked	SOUTH AFRICA	Spearfishing	Right arm  bitten	0	1	0	0
1508	2006	Boating	ATLANTIC OCEAN	Competing in the Woodvale Atlantic Rowing Race	No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom	0	0	1	0
1509	2006	Unprovoked	USA	Night Surfing	No injury, but 2 small nicks on wetsuit	0	1	0	0
1510	2006	Unprovoked	AUSTRALIA	Scuba diving	Lacerations to left elbow	0	1	0	0
1511	2006	Invalid	BAHAMAS	Diving for lobsters	No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark	0	0	0	1
1512	2006	Unprovoked	AUSTRALIA	Swimming	FATAL	1	0	0	0
1513	2006	Unprovoked	USA	Surfing	3 puncture wounds in right wrist & hand	0	1	0	0
1514	2006	Unprovoked	SOUTH AFRICA	Diving for crayfish	Lacerations to little finger	0	1	0	0
1515	2005	Unprovoked	USA	Surfing	Lacerations to ankle & calf	0	1	0	0
1516	2005	Unprovoked	USA	Swimming	Left hand bitten	0	1	0	0
1517	2005	Boating	ATLANTIC OCEAN	Competing in the Woodvale Atlantic Rowing Race	No injury to occupants, shark rammed boat for 15 minutes	0	0	1	0
1518	2005	Unprovoked	AUSTRALIA	Spearfishing	Right forearm & elbow bitten	0	1	0	0
1519	2005	Boating	AUSTRALIA	Fishing	No injury to occupants, hydrofoil of outboard motor bitten 	0	0	1	0
1520	2005	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
1521	2005	Unprovoked	USA	Surfing	Right thumb & palm lacerated	0	1	0	0
1522	2005	Boating	AUSTRALIA	Fishing	No injury to occupant, shark bit outboard motor	0	0	1	0
1523	2005	Unprovoked	AUSTRALIA	Surfing	"2 lacerations on leg, each 4"" to 5"" long"	0	1	0	0
1524	2005	Unprovoked	SOUTH AFRICA	Surfing	Cut on finger, board bitten	0	1	0	0
1525	2005	Unprovoked	NEW CALEDONIA	Spearfishing	Arm bitten	0	1	0	0
1526	2005	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
1527	2005	Unprovoked	USA	Surfing	Lacerations to right thigh	0	1	0	0
1528	2005	Boating	NEW CALEDONIA		No injury to occupants, shark lifted bow of boat 3 times	0	0	1	0
1529	2005	Provoked	SOUTH AFRICA	Fishing for sharks	Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT	0	1	0	0
1530	2005	Unprovoked	USA	Surfing	Puncture wounds to right foot	0	1	0	0
1531	2005	Unprovoked	USA	Surfing	No injury, board bitten	0	1	0	0
1532	2005	Unprovoked	USA	Surfing	No injury, board bumped	0	1	0	0
1533	2005	Unprovoked	USA	Wading	Puncture wounds to foot	0	1	0	0
1534	2005	Unprovoked	ST MAARTIN	Standing	Lower right leg lacerated	0	1	0	0
1535	2005	Unprovoked	SOUTH AFRICA	Standing / Surfing	Right foot bitten	0	1	0	0
1536	2005	Unprovoked	USA	Surfing	No injury	0	1	0	0
1537	2005	Unprovoked	USA	Surfing	Leg bitten	0	1	0	0
1538	2005	Provoked	USA	Wading	Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT	0	1	0	0
1539	2005	Unprovoked	USA	Surfing	No injury, surfboard bitten	0	1	0	0
1540	2005	Unprovoked	GRAND CAYMAN	Scuba diving	No injury 	0	1	0	0
1541	2005	Unprovoked	USA	Treading water/ Surfing	Five 1-inch lacerations to left foot	0	1	0	0
1542	2005	Unprovoked	BAHAMAS	Diving	Lacerations to right side of face	0	1	0	0
1543	2005	Unprovoked	SOUTH AFRICA	Surf-skiing	No injury, shark bit ski	0	1	0	0
1544	2005	Unprovoked	AUSTRALIA	Surfing	No injury, knocked off board	0	1	0	0
1545	2005	Unprovoked	AUSTRALIA	Surfing	Lacerations to legs	0	1	0	0
1546	2005	Unprovoked	AUSTRALIA	Surfing	 No injury	0	1	0	0
1547	2005	Invalid	USA	Surfing	Lacerations to dorsum of left foot	0	0	0	1
1548	2005	Unprovoked	USA	Body surfing	Injuries to fingers, calf  & heel	0	1	0	0
1549	2005	Unprovoked	USA	Surfing	FATAL	1	0	0	0
1550	2005	Unprovoked	AUSTRALIA	Standing	Left foot & ankle lacerated	0	1	0	0
1551	2005	Unprovoked	USA	Wading	Calf severely lacerated	0	1	0	0
1552	2005	Unprovoked	AUSTRALIA	Surfing	Lacerations to right arm & thigh	0	1	0	0
1553	2005	Unprovoked	USA	Standing / Surfing	Right foot bitten	0	1	0	0
1554	2005	Provoked	THAILAND	Removing shark from net	FATAL PROVOKED INCIDENT	1	0	0	0
1555	2005	Unprovoked	AUSTRALIA	Scuba diving	FATAL	1	0	0	0
1556	2005	Unprovoked	USA	Surfing	Lower right leg lacerated	0	1	0	0
1557	2005	Invalid	USA	Boogie boarding, kicked at object in the water	Laceration to knee, possibly by a  small blacktip shark	0	0	0	1
1558	2005	Unprovoked	USA	Swimming	Bitten underneath left arm	0	1	0	0
1559	2005	Unprovoked	USA	Walking	Left foot bitten	0	1	0	0
1560	2005	Invalid	SOUTH AFRICA		Human foot recovered from the water	0	0	0	1
1561	2005	Unprovoked	USA	Surfing	Laceration on right wrist & crescent of puncture wounds on  forearm 	0	1	0	0
1562	2005	Unprovoked	USA	Swimming	Puncture wounds on left foot 	0	1	0	0
1563	2005	Invalid	Seychelles	Fishing	FATAL, shark involvement prior to death is unconfirmed	0	0	0	1
1564	2005	Unprovoked	USA	Wading	Laceration on the back of left hand & toothmarks on wrist	0	1	0	0
1565	2005	Unprovoked	USA	Surfing	Right foot: Toes and back of foot, minor injury	0	1	0	0
1566	2005	Invalid	USA	Surfing	"Straight 2.5"" laceration on top of left ankle"	0	0	0	1
1567	2005	Invalid	LIBERIA	Swimming	Presumed to have drowned until his body washed ashore 2 weeks later with shark bites	0	0	0	1
1568	2005	Provoked	CHINA	Scuba diving in aquarium tank	2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT	0	1	0	0
1569	2005	Invalid	AUSTRALIA		"A hoax - No shark was involved and Wells' ""daughter"" was his business partner Eileen Purchase who injured her finger on his boat"	0	0	0	1
1570	2005	Unprovoked	USA	Swimming	Lacerations of left forearm	0	1	0	0
1571	2005	Unprovoked	USA	Holding onto an inflatable boat	Left foot bitten	0	1	0	0
1572	2005	Unprovoked	USA	Standing	Ankle bitten	0	1	0	0
1573	2005	Unprovoked	USA	Fishing	Leg severely bitten, surgically amputated	0	1	0	0
1574	2005	Unprovoked	USA	Swimming with boogie board	FATAL, leg bitten	1	0	0	0
1575	2005	Unprovoked	VANUATU	Swimming	FATAL	1	0	0	0
1576	2005	Unprovoked	MEXICO	Surfing	Left foot bitten	0	1	0	0
1577	2005	Invalid	USA	Swimming	No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist	0	0	0	1
1578	2005	Unprovoked	USA	Swimming	Foot bitten	0	1	0	0
1579	2005	Unprovoked	SOUTH KOREA	Diving	Knee bitten	0	1	0	0
1580	2005	Unprovoked	USA	Boogie boarding	Foot lacerated	0	1	0	0
1581	2005	Invalid	USA	Surfing	Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.	0	0	0	1
1582	2005	Unprovoked	SOUTH AFRICA	Spearfishing (Free diving)	FATAL	1	0	0	0
1583	2005	Unprovoked	USA	Wading	Two 2-inch lacerations on right foot	0	1	0	0
1584	2005	Unprovoked	USA	Swimming	Left foot bitten	0	1	0	0
1585	2005	Unprovoked	USA	Crouching in 2' of water	Right arm & torso bitten	0	1	0	0
1586	2005	Unprovoked	SOUTH AFRICA	Surfing	Left buttock  & legs lacerated 	0	1	0	0
1587	2005	Unprovoked	AUSTRALIA	Spearfishing	Severe injury to lower leg	0	1	0	0
1588	2005	Boating	USA	Kayaking	No injury, shark bit kayak	0	0	1	0
1589	2005	Unprovoked	MADAGASCAR	Fishing	Thigh bitten	0	1	0	0
1590	2005	Sea Disaster	USA	Sea Disaster	No injury	0	0	0	0
1591	2005	Unprovoked	USA	Surfing	No injury, board damaged	0	1	0	0
1592	2005	Provoked	AUSTRALIA	Fishing	Laceration on left thigh PROVOKED INCIDENT	0	1	0	0
1593	2005	Unprovoked	AUSTRALIA		Shark-bitten surfboard found adrift	0	1	0	0
1594	2005	Unprovoked	AUSTRALIA	Spearfishing	Minor cuts above his right eye	0	1	0	0
1595	2005	Unprovoked	AUSTRALIA	Surfing	No injury, board bitten	0	1	0	0
1596	2005	Unprovoked	USA	Wading	Right lower leg bitten	0	1	0	0
1597	2005	Invalid	USA	Surfing	Foot injured 	0	0	0	1
1598	2005	Unprovoked	USA	Surfing	Left foot bitten 	0	1	0	0
1599	2005	Unprovoked	USA		Left calf injured	0	1	0	0
1600	2005	Invalid	HONDURAS	SCUBA Diving	Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded	0	0	0	1
1601	2005	Unprovoked	SOUTH AFRICA	Surfing	Lacerations to right calf, puncture wounds on right foot	0	1	0	0
1602	2005	Unprovoked	AUSTRALIA	Surfing	No injury, shark rammed surfboard	0	1	0	0
1603	2005	Unprovoked	VENEZUELA	Surfing	Right leg bitten	0	1	0	0
1604	2005	Unprovoked	AUSTRALIA	Snorkeling	FATAL	1	0	0	0
1605	2005	Provoked	USA	Diving in aquarium display tank	2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT	0	1	0	0
1606	2005	Invalid	SOUTH AFRICA		Bites by 2.5 m tiger shark were post mortem	0	0	0	1
1607	2005	Provoked	NEW ZEALAND	Fishing	No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT	0	1	0	0
1608	2005	Unprovoked	SOLOMON ISLANDS	Diving	Thighs bitten	0	1	0	0
1609	2005	Unprovoked	AUSTRALIA	Swimming	Finger bitten	0	1	0	0
1610	2005	Provoked	USA	Spearfishing	Speared shark bit his chest PROVOKED INCIDENT	0	1	0	0
1611	2005	Unprovoked	USA	Surfing	No injury, knocked off board, shark bit board	0	1	0	0
1612	2005	Unprovoked	USA	Spearfishing	Hand bitten	0	1	0	0
1613	2005	Unprovoked	BRAZIL	Surfing	Right thigh & ankle injured	0	1	0	0
1614	2005	Unprovoked	CUBA	Swimming	Left foot severed	0	1	0	0
1615	2005	Provoked	AUSTRALIA	Spearfishing	No injury. Towed by speared shark PROVOKED INCIDENT	0	1	0	0
1616	2005	Provoked	AUSTRALIA	Attempting to drive shark away from sailing regatta	No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT	0	1	0	0
1617	2005	Boating	NEW ZEALAND	Fishing from a kayak	No injury, kayak bumped repeatedly	0	0	1	0
1618	2004	Invalid	SRI LANKA	Swept out to sea by the tsunami, she clung  to a log for 24 hours	No injury	0	0	0	1
1619	2004	Unprovoked	AUSTRALIA	Scurfing (surfboard being  towed behind a boat)	FATAL	1	0	0	0
1620	2004	Unprovoked	AUSTRALIA	Spearfishing	FATAL, leg bitten	1	0	0	0
1621	2004	Unprovoked	SOUTH AFRICA	Surfing	3 lacerations on foot	0	1	0	0
1622	2004	Unprovoked	SOUTH AFRICA	Playing	Lacerations on lower leg & foot	0	1	0	0
1623	2004	Unprovoked	SOUTH AFRICA	Swimming	FATAL	1	0	0	0
1624	2004	Unprovoked	USA	Surfing	Lacerations to hand, knee & thigh 	0	1	0	0
1625	2004	Unprovoked	VANUATU	Snorkeling	Thigh bitten	0	1	0	0
1626	2004	Unprovoked	NEW CALEDONIA	Diving	Forearm bitten	0	1	0	0
1627	2004	Unprovoked	CUBA	Diving	Left forearm bitten	0	1	0	0
1628	2004	Invalid	NEW ZEALAND		No injury	0	0	0	1
1629	2004	Unprovoked	SOUTH AFRICA	Chumming for white sharks	Right ankle & foot lacerated	0	1	0	0
1630	2004	Unprovoked	AUSTRALIA	Surfing	Right foot lacerated	0	1	0	0
1631	2004	Unprovoked	USA	Surfing	Lower leg bitten	0	1	0	0
1632	2004	Unprovoked	USA	Spearfishing	Left shoulder bitten	0	1	0	0
1633	2004	Unprovoked	SOUTH AFRICA	Surfing	Puncture wounds on right foot	0	1	0	0
1634	2004	Unprovoked	REUNION	Body boarding	Leg severely bitten, surgically amputated	0	1	0	0
1635	2004	Unprovoked	USA	Surfing	No injury, knocked off surfboard	0	1	0	0
1636	2004	Unprovoked	USA	Surfing	No injury, shark struck board & spun it around	0	1	0	0
1637	2004	Boating	AUSTRALIA	Spearfishing/ filming	No injury to occupants, boat damaged	0	0	1	0
1638	2004	Unprovoked	USA	Surfing	Leg bitten	0	1	0	0
1639	2004	Invalid	USA	Surf fishing	Minor scratch on calf	0	0	0	1
1640	2004	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
1641	2004	Unprovoked	USA	Jumping	Left knee & leg bitten	0	1	0	0
1642	2004	Unprovoked	USA	Walking	Heel bitten	0	1	0	0
1643	2004	Unprovoked	BRAZIL	Bathing	Calf bitten & both hands injured	0	1	0	0
1644	2004	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
1645	2004	Unprovoked	USA	Diving	FATAL	1	0	0	0
1646	2004	Unprovoked	USA	Swimming	Back, buttocks, left hand & left side of face bitten	0	1	0	0
1647	2004	Unprovoked	AUSTRALIA	Spearfishing	Minor puncture wounds to leg	0	1	0	0
1648	2004	Boating	SOUTH AFRICA	Fishing	No injury to occupants; boat damaged	0	0	1	0
1649	2004	Unprovoked	USA	Surfing	Right foot bitten	0	1	0	0
1650	2004	Unprovoked	RUSSIA	Diving & fishing with net	Thigh & calf bitten	0	1	0	0
1651	2004	Unprovoked	USA	Surfing	Right calf bitten	0	1	0	0
1652	2004	Unprovoked	USA	Swimming	Right forearm & wrist lacerated	0	1	0	0
1653	2004	Unprovoked	USA	Swimming	Right foot bitten	0	1	0	0
1654	2004	Unprovoked	USA	Wading / fishing & carrying a bag of fish	Right forearm nearly severed and bites above & below the right knee	0	1	0	0
1655	2004	Boating	AUSTRALIA	Fishing	No injury to occupants; shark mouthed motor, severed anchor line	0	0	1	0
1656	2004	Unprovoked	JAPAN	Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat	Suffered broken ribs when the shark's tail fin slammed into his chest	0	1	0	0
1657	2004	Unprovoked	AUSTRALIA	Surfing	FATAL, abdomen, pelvis & leg bitten      	1	0	0	0
1658	2004	Unprovoked	EGYPT	Snorkeling	Hand severed	0	1	0	0
1659	2004	Unprovoked	USA	Wading	Right foot lacerated	0	1	0	0
1660	2004	Unprovoked	USA	Surfing	No injury, shark struck his board	0	1	0	0
1661	2004	Invalid	AUSTRALIA	Crayfishing	No injury, shark made threat displays & diver fended it off with his speargun	0	0	0	1
1662	2004	Unprovoked	USA	In water with diving seabirds	Foot bitten	0	1	0	0
1663	2004	Unprovoked	AUSTRALIA	Body boarding	Ankle & foot lacerated	0	1	0	0
1664	2004	Unprovoked	USA	Swimming	Right wrist  & left arm lacerated	0	1	0	0
1665	2004	Unprovoked	SOUTH AFRICA	Swimming, poaching perlemoen	FATAL, leg severed 	1	0	0	0
1666	2004	Unprovoked	USA	Wading	Puncture wounds on shin	0	1	0	0
1667	2004	Unprovoked	BRAZIL	Swimming	Left hand, foot severed &  left calf & arm bitten	0	1	0	0
1668	2004	Unprovoked	USA	Surfing	No injury	0	1	0	0
1669	2004	Unprovoked	USA	Boogie-boarding / swimming	Calf & foot lacerated	0	1	0	0
1670	2004	Invalid	USA	Swimming	Single puncture wound on the foot	0	0	0	1
1671	2004	Unprovoked	USA		Foot bitten	0	1	0	0
1672	2004	Unprovoked	BRAZIL	Wading	Hips & thighs bitten	0	1	0	0
1673	2004	Provoked	BAHAMAS	Free diving & spearfishing	Left forearm bitten PROVOKED INCIDENT	0	1	0	0
1674	2004	Unprovoked	USA	Tandem surfing	No injury, board bitten	0	1	0	0
1675	2004	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
1676	2004	Unprovoked	AUSTRALIA	Diving	Puncture wounds on wrist	0	1	0	0
1677	2004	Boating	NEW ZEALAND	Fishing	No injury to occupants, boat scratched by shark	0	0	1	0
1678	2004	Unprovoked	TONGA	Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water	Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water	1	0	0	0
1679	2004	Invalid	TONGA	Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water	He was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing	0	0	0	1
1680	2004	Unprovoked	USA	Surfing	FATAL Severe wound to right thigh & calf	1	0	0	0
1681	2004	Unprovoked	SOUTH AFRICA	Surfing	Left leg lacerated, right leg severed above the knee 	0	1	0	0
1682	2004	Invalid	USA	Surfing	Disappeared, surfboard washed ashore, marks on leash suggested shark involvement 	0	0	0	1
1683	2004	Unprovoked	USA		Right foot bitten	0	1	0	0
1684	2004	Unprovoked	USA	Surfing	15 puncture wounds on foot	0	1	0	0
1685	2004	Unprovoked	BRAZIL	Body boarding	Lower left leg bitten, surgically amputated	0	1	0	0
1686	2004	Unprovoked	USA	Surfing	Heel bitten	0	1	0	0
1687	2004	Unprovoked	REUNION	Surfing	Right thigh bitten	0	1	0	0
1688	2004	Unprovoked	USA	Swimming	Minor lacerations & abrasions on forearm	0	1	0	0
1689	2004	Unprovoked	USA	Snorkeling	Lacerations to left foot	0	1	0	0
1690	2004	Unprovoked	NEW ZEALAND	Spearfishing	No injury	0	1	0	0
1691	2004	Unprovoked	USA	Surfing	No injury, board bitten	0	1	0	0
1692	2004	Unprovoked	AUSTRALIA	Spearfishing	Shin & calf bitten	0	1	0	0
1693	2004	Unprovoked	BRAZIL	Swimming	FATAL, right thigh & hip bitten   	1	0	0	0
1694	2004	Unprovoked	NEW ZEALAND	Surfing	Thigh lacerated	0	1	0	0
1695	2004	Unprovoked	AUSTRALIA	Swimming	Three toes lacerated	0	1	0	0
1696	2004	Invalid	AUSTRALIA	Free diving & spearfishing	Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area	0	0	0	1
1697	2004	Unprovoked	EGYPT	Snorkeling	FATAL	1	0	0	0
1698	2004	Unprovoked	AUSTRALIA	Snorkeling	Leg bitten	0	1	0	0
1699	2004	Unprovoked	AUSTRALIA	Scuba diving	Left leg bitten	0	1	0	0
1700	2004	Unprovoked	URUGUAY	Surfing	Puncture wounds to dorsum of right foot	0	1	0	0
1701	2004	Invalid	NEW ZEALAND	Boogie boarding	No injury, swim fin damaged	0	0	0	1
1702	2004	Unprovoked	VENEZUELA	Swimming	Lower back & hand bitten	0	1	0	0
1703	2004	Unprovoked	VENEZUELA	Spearfishing	Right leg bitten	0	1	0	0
1704	2004	Boating	SOUTH AFRICA	Surf skiing	No injury to occupants, stern of ski bitten	0	0	1	0
1705	2004	Unprovoked	AUSTRALIA	Diving	No injury, swim fin ripped off	0	1	0	0
1706	2004	Unprovoked	SOUTH AFRICA	Surfing	Foot lacerated	0	1	0	0
1707	2004	Invalid	NEW ZEALAND	Kayaking (returning from spearfishing)	No injury, no attack, shark took fish from back of kayak	0	0	0	1
1708	2004	Sea Disaster	EGYPT	Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea	No survivors, sharks scavenged on remains	1	0	0	0
1709	2004	Unprovoked	AUSTRALIA	Surfing	No inury	0	1	0	0
1710	2003	Boating	SOUTH AFRICA		No injury to occupants	0	0	1	0
1711	2003	Invalid	USA	Swimming	Knee lacerated	0	0	0	1
1712	2003	Unprovoked	USA	Swimming	Foot bitten	0	1	0	0
1713	2003	Unprovoked	NEW ZEALAND	Swimming / shipwreck	FATAL	1	0	0	0
